GeneID	RNA_nucleotide_accession.version	Ensembl_rna_identifier	gene	transcript	mane_select
161835	NM_152597.5	ENST00000350221.4	FSIP1	NM_152597.5	True
161882	NM_153813.3	ENST00000319555.8	ZFPM1	NM_153813.3	True
161931	NM_001145400.2	ENST00000315906.10	ADAD2	NM_001145400.2	True
162073	NM_001034841.4	ENST00000381440.5	ITPRIPL2	NM_001034841.4	True
162083	NM_001145545.2	ENST00000505035.3	C16orf82	NM_001145545.2	True
162239	NM_153688.4	ENST00000570010.6	ZFP1	NM_153688.4	True
162282	NM_001370326.1	ENST00000682825.1	ANKFN1	NM_001370326.1	True
162333	NM_152598.4	ENST00000311269.10	MARCHF10	NM_152598.4	True
162387	NM_152599.4	ENST00000329805.6	MFSD6L	NM_152599.4	True
162394	NM_144975.4	ENST00000299977.9	SLFN5	NM_144975.4	True
162417	NM_153006.3	ENST00000293404.8	NAGS	NM_153006.3	True
162427	NM_178126.4	ENST00000309428.10	RETREG3	NM_178126.4	True
162461	NM_153229.3	ENST00000507382.2	TMEM92	NM_153229.3	True
162466	NM_178500.4	ENST00000310544.9	PHOSPHO1	NM_178500.4	True
162494	NM_138328.3	ENST00000269051.9	RHBDL3	NM_138328.3	True
162514	NM_145068.4	ENST00000576742.6	TRPV3	NM_145068.4	True
162515	NM_001370549.1	ENST00000574600.3	SLC16A11	NM_001370549.1	True
162517	NM_153230.3	ENST00000321535.5	FBXO39	NM_153230.3	True
162540	NM_175882.3	ENST00000329196.7	SPPL2C	NM_175882.3	True
162605	NM_181535.3	ENST00000306658.8	KRT28	NM_181535.3	True
162655	NM_145287.4	ENST00000590202.3	ZNF519	NM_145287.4	True
162681	NM_001288980.2	ENST00000620105.5	C18orf54	NM_001288980.2	True
162962	NM_001102657.3	ENST00000682614.1	ZNF836	NM_001102657.3	True
162963	NM_001161425.2	ENST00000403906.8	ZNF610	NM_001161425.2	True
162967	NM_001351774.2	ENST00000682928.1	ZNF320	NM_001351774.2	True
162968	NM_198458.3	ENST00000311044.8	ZNF497	NM_198458.3	True
162979	NM_145288.3	ENST00000303809.7	ZNF296	NM_145288.3	True
162989	NM_133328.4	ENST00000596251.6	DEDD2	NM_133328.4	True
162998	NM_175883.4	ENST00000641288.2	OR7D2	NM_175883.4	True
163033	NM_152600.3	ENST00000325421.7	ZNF579	NM_152600.3	True
163049	NM_153358.3	ENST00000343325.9	ZNF791	NM_153358.3	True
163050	NM_144976.4	ENST00000339282.12	ZNF564	NM_144976.4	True
163051	NM_152601.4	ENST00000397732.8	ZNF709	NM_152601.4	True
163059	NM_001308348.2	ENST00000550507.7	ZNF433	NM_001308348.2	True
163071	NM_153608.4	ENST00000595607.6	ZNF114	NM_153608.4	True
163081	NM_001322917.1	ENST00000682579.1	ZNF567	NM_001322917.1	True
163087	NM_001387601.1	ENST00000684119.1	ZNF383	NM_001387601.1	True
163126	NM_153232.4	ENST00000390658.4	EID2	NM_153232.4	True
163131	NM_001005851.3	ENST00000434248.6	ZNF780B	NM_001005851.3	True
163154	NM_001134316.2	ENST00000419421.3	PRR22	NM_001134316.2	True
163175	NM_139284.3	ENST00000310123.8	LGI4	NM_139284.3	True
163183	NM_001039876.3	ENST00000324444.9	SYNE4	NM_001039876.3	True
163223	NM_001001411.3	ENST00000397121.3	ZNF676	NM_001001411.3	True
163227	NM_173531.4	ENST00000358296.11	ZNF100	NM_173531.4	True
163255	NM_001172225.3	ENST00000316433.9	ZNF540	NM_001172225.3	True
163259	NM_001256404.2	ENST00000393274.6	DENND2C	NM_001256404.2	True
163351	NM_198460.3	ENST00000370456.5	GBP6	NM_198460.3	True
163404	NM_001037317.2	ENST00000263177.5	PLPPR5	NM_001037317.2	True
163479	NM_001144937.3	ENST00000370017.9	FNDC7	NM_001144937.3	True
163486	NM_001195215.2	ENST00000620048.6	DENND1B	NM_001195215.2	True
163589	NM_001199085.3	ENST00000444136.6	TDRD5	NM_001199085.3	True
163590	NM_001199260.2	ENST00000609928.6	TOR1AIP2	NM_001199260.2	True
163688	NM_138705.4	ENST00000307786.8	CALML6	NM_138705.4	True
163702	NM_170743.4	ENST00000327535.6	IFNLR1	NM_170743.4	True
163732	NM_133467.3	ENST00000372638.4	CITED4	NM_133467.3	True
163747	NM_001110533.2	ENST00000371273.4	LEXM	NM_001110533.2	True
163778	NM_173080.3	ENST00000328051.3	SPRR4	NM_173080.3	True
163782	NM_181712.5	ENST00000371153.9	KANK4	NM_181712.5	True
163786	NM_194292.3	ENST00000287482.6	SASS6	NM_194292.3	True
163859	NM_152608.4	ENST00000272091.8	SDE2	NM_152608.4	True
163882	NM_152609.3	ENST00000366513.9	CNST	NM_152609.3	True
163933	NM_207334.3	ENST00000332947.6	FAM43B	NM_207334.3	True
164045	NM_001017975.6	ENST00000370425.8	HFM1	NM_001017975.6	True
164091	NM_178422.6	ENST00000675840.1	PAQR7	NM_178422.6	True
164118	NM_001105669.4	ENST00000368236.8	TTC24	NM_001105669.4	True
164127	NM_152610.3	ENST00000366875.5	CCDC185	NM_152610.3	True
164153	NM_203412.2	ENST00000334179.5	UBL4B	NM_203412.2	True
164237	NM_172005.2	ENST00000305479.3	WFDC13	NM_172005.2	True
164284	NM_153360.3	ENST00000371149.8	APCDD1L	NM_153360.3	True
164312	NM_152611.5	ENST00000378858.5	LRRN4	NM_152611.5	True
164395	NM_001008409.5	ENST00000535842.6	TTLL9	NM_001008409.5	True
164592	NM_152612.3	ENST00000292779.4	CCDC116	NM_152612.3	True
164633	NM_182527.3	ENST00000216144.4	CABP7	NM_182527.3	True
164656	NM_001374504.1	ENST00000676104.1	TMPRSS6	NM_001374504.1	True
164668	NM_181773.5	ENST00000442487.8	APOBEC3H	NM_181773.5	True
164684	NM_152613.3	ENST00000328823.13	WBP2NL	NM_152613.3	True
164781	NM_178821.3	ENST00000309931.3	DAW1	NM_178821.3	True
164832	NM_198461.4	ENST00000393437.8	LONRF2	NM_198461.4	True
165055	NM_144978.3	ENST00000295124.9	CCDC138	NM_144978.3	True
165082	NM_001321971.2	ENST00000651242.2	ADGRF3	NM_001321971.2	True
165100	NM_152614.3	ENST00000313965.4	TEX44	NM_152614.3	True
165186	NM_199280.4	ENST00000379558.5	TOGARAM2	NM_199280.4	True
165215	NM_177454.4	ENST00000304698.10	FAM171B	NM_177454.4	True
165257	NM_182528.4	ENST00000272520.4	C1QL2	NM_182528.4	True
165324	NM_181713.4	ENST00000309033.5	UBXN2A	NM_181713.4	True
165530	NM_173535.3	ENST00000272367.7	CLEC4F	NM_173535.3	True
165545	NM_133637.3	ENST00000404568.4	DQX1	NM_133637.3	True
165631	NM_001113523.3	ENST00000464300.7	PARP15	NM_001113523.3	True
165679	NM_001040100.2	ENST00000620149.2	SPTSSB	NM_001040100.2	True
165721	NM_153330.6	ENST00000319153.4	DNAJB8	NM_153330.6	True
165829	NM_153002.3	ENST00000464295.6	GPR156	NM_153002.3	True
165904	NM_194293.4	ENST00000340369.4	XIRP1	NM_194293.4	True
165918	NM_152617.4	ENST00000318037.3	RNF168	NM_152617.4	True
166012	NM_152889.3	ENST00000319340.7	CHST13	NM_152889.3	True
166336	NM_198859.4	ENST00000638394.2	PRICKLE2	NM_198859.4	True
166348	NM_207335.4	ENST00000405109.5	KBTBD12	NM_207335.4	True
166378	NM_145207.3	ENST00000274008.5	SPATA5	NM_145207.3	True
166379	NM_152618.3	ENST00000314218.8	BBS12	NM_152618.3	True
166614	NM_001040260.4	ENST00000296550.12	DCLK2	NM_001040260.4	True
166647	NM_145290.4	ENST00000334304.10	ADGRA3	NM_145290.4	True
166655	NM_152620.3	ENST00000512596.6	TRIM60	NM_152620.3	True
166752	NM_001168235.2	ENST00000329798.5	FREM3	NM_001168235.2	True
166785	NM_172250.3	ENST00000649156.2	MMAA	NM_172250.3	True
166793	NM_145291.4	ENST00000337872.9	ZBTB49	NM_145291.4	True
166815	NM_145715.3	ENST00000603357.3	TIGD2	NM_145715.3	True
166824	NM_177532.5	ENST00000307439.10	RASSF6	NM_177532.5	True
166863	NM_144979.5	ENST00000281722.8	RBM46	NM_144979.5	True
166929	NM_001375905.1	ENST00000690982.1	SGMS2	NM_001375905.1	True
166968	NM_001297599.2	ENST00000381199.8	MIER3	NM_001297599.2	True
166979	NM_001170402.1	ENST00000381375.7	CDC20B	NM_001170402.1	True
167127	NM_174914.4	ENST00000282507.8	UGT3A2	NM_174914.4	True
167153	NM_001114394.3	ENST00000453514.6	TENT2	NM_001114394.3	True
167227	NM_152624.6	ENST00000389063.3	DCP2	NM_152624.6	True
167359	NM_153361.4	ENST00000326035.6	NIM1K	NM_153361.4	True
167410	NM_153234.5	ENST00000274382.9	LIX1	NM_153234.5	True
167465	NM_152625.3	ENST00000318442.6	ZNF366	NM_152625.3	True
167555	NM_205548.3	ENST00000282226.5	FAM151B	NM_205548.3	True
167681	NM_153362.3	ENST00000369700.4	PRSS35	NM_153362.3	True
167691	NM_001122769.3	ENST00000369846.9	LCA5	NM_001122769.3	True
167826	NM_175747.2	ENST00000367734.4	OLIG3	NM_175747.2	True
167838	NM_153235.4	ENST00000358430.8	TXLNB	NM_153235.4	True
168002	NM_214462.5	ENST00000366795.4	DACT2	NM_214462.5	True
168090	NM_144980.4	ENST00000230301.9	C6orf118	NM_144980.4	True
168374	NM_152626.4	ENST00000328747.12	ZNF92	NM_152626.4	True
168391	NM_145292.4	ENST00000392800.7	GALNTL5	NM_145292.4	True
168417	NM_153363.3	ENST00000421025.3	ZNF679	NM_153363.3	True
168433	NM_139175.2	ENST00000340112.3	RNF133	NM_139175.2	True
168448	NM_152627.3	ENST00000650262.2	CDC14C	NM_152627.3	True
168451	NM_001130475.3	ENST00000415914.4	THAP5	NM_001130475.3	True
168455	NM_175884.6	ENST00000523505.3	CCDC71L	NM_175884.6	True
168507	NM_138295.5	ENST00000289672.7	PKD1L1	NM_138295.5	True
168537	NM_153236.4	ENST00000313543.5	GIMAP7	NM_153236.4	True
168544	NM_207336.3	ENST00000302017.4	ZNF467	NM_207336.3	True
168620	NM_177455.4	ENST00000609256.2	BHLHA15	NM_177455.4	True
168667	NM_001365308.1	ENST00000649409.2	BMPER	NM_001365308.1	True
168850	NM_176814.5	ENST00000265827.8	ZNF800	NM_176814.5	True
168975	NM_173538.3	ENST00000518476.6	CNBD1	NM_173538.3	True
169026	NM_173851.3	ENST00000456015.7	SLC30A8	NM_173851.3	True
169044	NM_152888.3	ENST00000303045.11	COL22A1	NM_152888.3	True
169166	NM_152628.4	ENST00000311812.7	SNX31	NM_152628.4	True
169200	NM_001008495.4	ENST00000458549.7	TMEM64	NM_001008495.4	True
169270	NM_001042416.3	ENST00000398612.3	ZNF596	NM_001042416.3	True
169436	NM_153710.5	ENST00000371957.4	STKLD1	NM_153710.5	True
169522	NM_133497.4	ENST00000382082.4	KCNV2	NM_133497.4	True
169611	NM_182487.4	ENST00000373580.8	OLFML2A	NM_182487.4	True
169693	NM_153237.2	ENST00000377311.4	TMEM252	NM_153237.2	True
169714	NM_181701.4	ENST00000358701.10	QSOX2	NM_181701.4	True
169792	NM_001042413.2	ENST00000381971.8	GLIS3	NM_001042413.2	True
169841	NM_194320.4	ENST00000395395.7	ZNF169	NM_194320.4	True
170370	NM_001164484.2	ENST00000311787.6	FAM170B	NM_001164484.2	True
170371	NM_001288740.3	ENST00000374153.7	TMEM273	NM_001288740.3	True
170384	NM_173540.3	ENST00000372841.8	FUT11	NM_173540.3	True
170392	NM_152635.3	ENST00000334011.10	OIT3	NM_152635.3	True
170394	NM_138499.4	ENST00000305233.6	PWWP2B	NM_138499.4	True
170463	NM_032627.5	ENST00000270061.12	SSBP4	NM_032627.5	True
170482	NM_001371390.1	ENST00000360345.8	CLEC4C	NM_001371390.1	True
170487	NM_001024675.2	ENST00000677665.1	ACTL10	NM_001024675.2	True
170506	NM_020865.3	ENST00000496811.6	DHX36	NM_020865.3	True
170572	NM_130770.3	ENST00000318351.2	HTR3C	NM_130770.3	True
170575	NM_130759.4	ENST00000307194.6	GIMAP1	NM_130759.4	True
170589	NM_130769.4	ENST00000279168.7	GPHA2	NM_130769.4	True
170591	NM_130772.4	ENST00000317593.9	S100Z	NM_130772.4	True
170622	NM_203495.4	ENST00000682242.1	COMMD6	NM_203495.4	True
170679	NM_014068.3	ENST00000259881.10	PSORS1C1	NM_014068.3	True
170680	NM_014069.3	ENST00000259845.5	PSORS1C2	NM_014069.3	True
170689	NM_139055.4	ENST00000299164.4	ADAMTS15	NM_139055.4	True
170690	NM_139056.4	ENST00000274181.7	ADAMTS16	NM_139056.4	True
170691	NM_139057.4	ENST00000268070.9	ADAMTS17	NM_139057.4	True
170692	NM_199355.4	ENST00000282849.10	ADAMTS18	NM_199355.4	True
170712	NM_130902.3	ENST00000355591.8	COX7B2	NM_130902.3	True
170825	NM_133267.3	ENST00000326902.7	GSX2	NM_133267.3	True
170850	NM_133329.6	ENST00000306078.2	KCNG3	NM_133329.6	True
170954	NM_133471.4	ENST00000274853.8	PPP1R18	NM_133471.4	True
170958	NM_001348156.2	ENST00000474037.6	ZNF525	NM_001348156.2	True
170959	NM_133473.4	ENST00000311048.11	ZNF431	NM_133473.4	True
170960	NM_133474.4	ENST00000511833.3	ZNF721	NM_133474.4	True
170961	NM_001393985.1	ENST00000318934.9	ANKRD24	NM_001393985.1	True
171017	NM_001385745.1	ENST00000683879.1	ZNF384	NM_001385745.1	True
171019	NM_133638.6	ENST00000274487.9	ADAMTS19	NM_133638.6	True
171023	NM_015338.6	ENST00000375687.10	ASXL1	NM_015338.6	True
171024	NM_133477.3	ENST00000307142.9	SYNPO2	NM_133477.3	True
171169	NM_133498.3	ENST00000321762.3	SPACA4	NM_133498.3	True
171177	NM_133639.4	ENST00000220507.5	RHOV	NM_133639.4	True
171222	NM_001355247.2	ENST00000635918.2	UBE2L5	NM_001355247.2	True
171389	NM_001276700.2	ENST00000534750.6	NLRP6	NM_001276700.2	True
171392	NM_138330.3	ENST00000359788.9	ZNF675	NM_138330.3	True
171425	NM_206808.5	ENST00000339105.9	CLYBL	NM_206808.5	True
171546	NM_138288.4	ENST00000298130.5	SPTSSA	NM_138288.4	True
171558	NM_138296.3	ENST00000304672.6	PTCRA	NM_138296.3	True
171568	NM_001018050.4	ENST00000355209.9	POLR3H	NM_001018050.4	True
171586	NM_138340.5	ENST00000289119.7	ABHD3	NM_138340.5	True
192111	NM_001170543.2	ENST00000498926.7	PGAM5	NM_001170543.2	True
192134	NM_138706.5	ENST00000622824.1	B3GNT6	NM_138706.5	True
192286	NM_138820.4	ENST00000274787.3	HIGD2A	NM_138820.4	True
192666	NM_019016.3	ENST00000264651.3	KRT24	NM_019016.3	True
192668	NM_001037160.3	ENST00000381813.5	CYS1	NM_001037160.3	True
192669	NM_024852.4	ENST00000373191.9	AGO3	NM_024852.4	True
192670	NM_017629.4	ENST00000373210.4	AGO4	NM_017629.4	True
192683	NM_138967.4	ENST00000425597.8	SCAMP5	NM_138967.4	True
195814	NM_138969.4	ENST00000303749.8	SDR16C5	NM_138969.4	True
195827	NM_153698.2	ENST00000375234.8	PRXL2C	NM_153698.2	True
195828	NM_153695.4	ENST00000375256.5	ZNF367	NM_153695.4	True
195977	NM_001278688.3	ENST00000620264.5	ANTXRL	NM_001278688.3	True
196051	NM_001030059.3	ENST00000398250.6	PLPP4	NM_001030059.3	True
196074	NM_001113528.2	ENST00000407364.8	METTL15	NM_001113528.2	True
196264	NM_198275.3	ENST00000278949.9	MPZL3	NM_198275.3	True
196294	NM_001304274.2	ENST00000532287.6	IMMP1L	NM_001304274.2	True
196335	NM_001005181.2	ENST00000316529.3	OR56B4	NM_001005181.2	True
196374	NM_173352.4	ENST00000304620.5	KRT78	NM_173352.4	True
196383	NM_145058.3	ENST00000280571.10	RILPL2	NM_145058.3	True
196385	NM_001372106.1	ENST00000673944.1	DNAH10	NM_001372106.1	True
196394	NM_001113402.2	ENST00000281471.11	AMN1	NM_001113402.2	True
196403	NM_178502.4	ENST00000337737.8	DTX3	NM_178502.4	True
196410	NM_152637.3	ENST00000394252.4	METTL7B	NM_152637.3	True
196441	NM_144982.5	ENST00000378743.9	ZFC3H1	NM_144982.5	True
196446	NM_182530.3	ENST00000552032.7	MYRFL	NM_182530.3	True
196463	NM_173542.4	ENST00000280800.5	PLBD2	NM_173542.4	True
196472	NM_153364.4	ENST00000324341.2	FAM71C	NM_153364.4	True
196477	NM_152638.4	ENST00000358859.3	CCER1	NM_152638.4	True
196483	NM_201400.4	ENST00000427587.9	EEF2KMT	NM_201400.4	True
196500	NM_001244014.2	ENST00000534837.6	PIANP	NM_001244014.2	True
196513	NM_152640.5	ENST00000280665.11	DCP1B	NM_152640.5	True
196527	NM_001025356.3	ENST00000320560.13	ANO6	NM_001025356.3	True
196528	NM_152641.4	ENST00000334344.11	ARID2	NM_152641.4	True
196541	NM_001010977.3	ENST00000267273.7	METTL21C	NM_001010977.3	True
196740	NM_001031746.5	ENST00000332853.9	VSTM4	NM_001031746.5	True
196743	NM_152911.4	ENST00000278060.10	PAOX	NM_152911.4	True
196792	NM_152644.3	ENST00000368898.8	FAM24B	NM_152644.3	True
196883	NM_001198568.2	ENST00000418030.7	ADCY4	NM_001198568.2	True
196951	NM_152647.3	ENST00000299338.11	FAM227B	NM_152647.3	True
196996	NM_001012642.3	ENST00000309731.12	GRAMD2A	NM_001012642.3	True
197131	NM_174916.3	ENST00000290650.9	UBR1	NM_174916.3	True
197135	NM_001387263.1	ENST00000682850.1	PATL2	NM_001387263.1	True
197257	NM_194436.3	ENST00000450168.3	LDHD	NM_194436.3	True
197258	NM_145059.3	ENST00000288078.11	FCSK	NM_145059.3	True
197259	NM_152649.4	ENST00000308807.12	MLKL	NM_152649.4	True
197320	NM_001201407.2	ENST00000433976.7	ZNF778	NM_001201407.2	True
197322	NM_001243279.3	ENST00000614302.5	ACSF3	NM_001243279.3	True
197335	NM_145294.5	ENST00000293879.9	WDR90	NM_145294.5	True
197342	NM_001257370.2	ENST00000568449.7	EME2	NM_001257370.2	True
197358	NM_178844.4	ENST00000359128.10	NLRC3	NM_178844.4	True
197370	NM_145080.4	ENST00000361439.9	NSMCE1	NM_145080.4	True
197407	NM_001214909.2	ENST00000613509.2	ZNF48	NM_001214909.2	True
198437	NM_001353425.2	ENST00000302096.5	LKAAEAR1	NM_001353425.2	True
199221	NM_173543.3	ENST00000327532.7	DZIP1L	NM_173543.3	True
199223	NM_001366900.1	ENST00000683103.1	TTC21A	NM_001366900.1	True
199675	NM_174918.3	ENST00000333598.8	MCEMP1	NM_174918.3	True
199692	NM_145295.4	ENST00000361113.10	ZNF627	NM_145295.4	True
199699	NM_152654.3	ENST00000317060.4	DAND5	NM_152654.3	True
199704	NM_001288800.2	ENST00000292841.10	ZNF585A	NM_001288800.2	True
199720	NM_152657.4	ENST00000334928.11	GGN	NM_152657.4	True
199731	NM_145296.2	ENST00000222374.3	CADM4	NM_145296.2	True
199745	NM_152658.3	ENST00000292894.2	THAP8	NM_152658.3	True
199746	NM_001040425.3	ENST00000378975.8	U2AF1L4	NM_001040425.3	True
199777	NM_001076675.3	ENST00000601440.6	ZNF626	NM_001076675.3	True
199786	NM_001321827.2	ENST00000599164.6	NIBAN3	NM_001321827.2	True
199800	NM_001101340.2	ENST00000420022.4	ADM5	NM_001101340.2	True
199834	NM_001387222.1	ENST00000368777.2	LCE4A	NM_001387222.1	True
199857	NM_144988.4	ENST00000370205.6	ALG14	NM_144988.4	True
199870	NM_152660.3	ENST00000373954.11	FAM76A	NM_152660.3	True
199920	NM_001004303.5	ENST00000343433.7	FYB2	NM_001004303.5	True
199953	NM_001130924.3	ENST00000340381.11	TMEM201	NM_001130924.3	True
199964	NM_182532.3	ENST00000371268.4	TMEM61	NM_182532.3	True
199974	NM_178134.3	ENST00000334194.4	CYP4Z1	NM_178134.3	True
199990	NM_182533.4	ENST00000378546.9	FAAP20	NM_182533.4	True
200010	NM_001011547.3	ENST00000438567.7	SLC5A9	NM_001011547.3	True
200014	NM_001330585.2	ENST00000284376.8	CC2D1B	NM_001330585.2	True
200030	NM_001385469.3	ENST00000682118.1	NBPF11	NM_001385469.3	True
200035	NM_001012758.3	ENST00000334513.6	NUDT17	NM_001012758.3	True
200081	NM_175852.4	ENST00000373610.8	TXLNA	NM_175852.4	True
200132	NM_152665.3	ENST00000282670.7	DYNLT5	NM_152665.3	True
200150	NM_001372062.1	ENST00000536534.7	PLD5	NM_001372062.1	True
200159	NM_001012970.3	ENST00000308105.5	C1orf100	NM_001012970.3	True
200162	NM_206996.4	ENST00000336338.10	SPAG17	NM_206996.4	True
200172	NM_144990.4	ENST00000302946.13	SLFNL1	NM_144990.4	True
200185	NM_173852.4	ENST00000295682.6	KRTCAP2	NM_173852.4	True
200186	NM_181715.3	ENST00000368633.2	CRTC2	NM_181715.3	True
200205	NM_001010867.4	ENST00000366711.4	IBA57	NM_001010867.4	True
200232	NM_001012971.4	ENST00000371328.5	FAM209A	NM_001012971.4	True
200312	NM_001017981.2	ENST00000382363.8	RNF215	NM_001017981.2	True
200315	NM_145699.4	ENST00000249116.7	APOBEC3A	NM_145699.4	True
200316	NM_145298.6	ENST00000308521.10	APOBEC3F	NM_145298.6	True
200373	NM_001271049.2	ENST00000413369.8	CFAP221	NM_001271049.2	True
200403	NM_144992.5	ENST00000477737.6	VWA3B	NM_144992.5	True
200407	NM_153836.4	ENST00000324768.6	CREG2	NM_153836.4	True
200424	NM_001287491.2	ENST00000409262.8	TET3	NM_001287491.2	True
200504	NM_182536.3	ENST00000328895.9	GKN2	NM_182536.3	True
200523	NM_152670.3	ENST00000303254.4	TEX37	NM_152670.3	True
200539	NM_144994.8	ENST00000318357.9	ANKRD23	NM_144994.8	True
200558	NM_173545.3	ENST00000303795.9	APLF	NM_173545.3	True
200576	NM_015040.4	ENST00000264380.9	PIKFYVE	NM_015040.4	True
200634	NM_173853.4	ENST00000288873.7	KRTCAP3	NM_173853.4	True
200726	NM_001102659.3	ENST00000441223.4	FAM237A	NM_001102659.3	True
200728	NM_198276.3	ENST00000335390.6	TMEM17	NM_198276.3	True
200734	NM_181784.3	ENST00000356388.9	SPRED2	NM_181784.3	True
200765	NM_145702.4	ENST00000408957.7	TIGD1	NM_145702.4	True
200844	NM_001394063.1	ENST00000482387.7	CFAP20DC	NM_001394063.1	True
200845	NM_001128214.2	ENST00000404589.8	KCTD6	NM_001128214.2	True
200879	NM_139248.3	ENST00000296252.9	LIPH	NM_139248.3	True
200894	NM_001174150.2	ENST00000394222.8	ARL13B	NM_001174150.2	True
200895	NM_176815.5	ENST00000314636.3	DHFR2	NM_176815.5	True
200909	NM_001145143.1	ENST00000428798.7	HTR3D	NM_001145143.1	True
200916	NM_001099645.2	ENST00000295830.13	RPL22L1	NM_001099645.2	True
200931	NM_152672.6	ENST00000296327.10	SLC51A	NM_152672.6	True
200933	NM_001105573.2	ENST00000311630.7	FBXO45	NM_001105573.2	True
200942	NM_173546.3	ENST00000332780.4	KLHDC8B	NM_173546.3	True
200958	NM_001282506.2	ENST00000447234.7	MUC20	NM_001282506.2	True
201134	NM_001199165.4	ENST00000535342.7	CEP112	NM_001199165.4	True
201140	NM_001105571.3	ENST00000571134.2	DHRS7C	NM_001105571.3	True
201158	NM_001135036.2	ENST00000518321.6	TVP23C	NM_001135036.2	True
201161	NM_181716.3	ENST00000299736.5	CENPV	NM_181716.3	True
201163	NM_144997.7	ENST00000285071.9	FLCN	NM_144997.7	True
201164	NM_178836.4	ENST00000321560.4	PLD6	NM_178836.4	True
201176	NM_001282290.2	ENST00000685559.1	ARHGAP27	NM_001282290.2	True
201181	NM_001392013.1	ENST00000692273.1	ZNF385C	NM_001392013.1	True
201191	NM_001257359.2	ENST00000330175.9	SAMD14	NM_001257359.2	True
201229	NM_001076680.3	ENST00000379102.8	LYRM9	NM_001076680.3	True
201232	NM_201566.3	ENST00000308027.7	SLC16A13	NM_201566.3	True
201243	NM_175734.5	ENST00000333870.8	SPEM2	NM_175734.5	True
201254	NM_001271006.2	ENST00000392359.8	CENPX	NM_001271006.2	True
201255	NM_144999.4	ENST00000306688.8	LRRC45	NM_144999.4	True
201266	NM_139177.4	ENST00000255559.8	SLC39A11	NM_139177.4	True
201292	NM_173547.4	ENST00000269383.8	TRIM65	NM_173547.4	True
201294	NM_199242.3	ENST00000207549.9	UNC13D	NM_199242.3	True
201299	NM_145654.4	ENST00000620284.5	RDM1	NM_145654.4	True
201305	NM_182538.5	ENST00000355530.7	SPNS3	NM_182538.5	True
201456	NM_001142958.2	ENST00000419743.7	FBXO15	NM_001142958.2	True
201475	NM_001025300.3	ENST00000649141.2	RAB12	NM_001025300.3	True
201501	NM_001318841.2	ENST00000590800.6	ZBTB7C	NM_001318841.2	True
201514	NM_173548.3	ENST00000306910.9	ZNF584	NM_173548.3	True
201562	NM_198402.5	ENST00000383657.10	HACD2	NM_198402.5	True
201595	NM_178862.3	ENST00000295770.4	STT3B	NM_178862.3	True
201625	NM_001366028.2	ENST00000495027.6	DNAH12	NM_001366028.2	True
201626	NM_177966.7	ENST00000311180.9	PDE12	NM_177966.7	True
201627	NM_152678.3	ENST00000311128.10	DENND6A	NM_152678.3	True
201633	NM_173799.4	ENST00000383671.8	TIGIT	NM_173799.4	True
201725	NM_001008393.4	ENST00000379205.5	C4orf46	NM_001008393.4	True
201780	NM_152679.4	ENST00000273861.5	SLC10A4	NM_152679.4	True
201798	NM_145720.4	ENST00000304337.3	TIGD4	NM_145720.4	True
201799	NM_152680.3	ENST00000304385.8	TMEM154	NM_152680.3	True
201895	NM_174921.3	ENST00000295958.10	SMIM14	NM_174921.3	True
201931	NM_001100389.2	ENST00000306480.11	TMEM192	NM_001100389.2	True
201965	NM_152682.4	ENST00000326397.10	RWDD4	NM_152682.4	True
201973	NM_152683.4	ENST00000314970.11	PRIMPOL	NM_152683.4	True
202018	NM_153365.3	ENST00000405303.7	TAPT1	NM_153365.3	True
202051	NM_194296.2	ENST00000450845.7	SPATA24	NM_194296.2	True
202052	NM_152686.4	ENST00000302060.10	DNAJC18	NM_152686.4	True
202151	NM_145000.5	ENST00000296604.8	RANBP3L	NM_145000.5	True
202243	NM_176816.5	ENST00000396496.7	CCDC125	NM_176816.5	True
202309	NM_001304431.2	ENST00000502276.6	GAPT	NM_001304431.2	True
202333	NM_153610.5	ENST00000446378.3	CMYA5	NM_153610.5	True
202374	NM_001112724.2	ENST00000397936.8	STK32A	NM_001112724.2	True
202500	NM_182539.4	ENST00000371505.5	TCTE1	NM_182539.4	True
202559	NM_152688.4	ENST00000281156.5	KHDRBS2	NM_152688.4	True
202865	NM_145304.4	ENST00000307003.3	C7orf33	NM_145304.4	True
202915	NM_001097620.2	ENST00000297477.10	TMEM184A	NM_001097620.2	True
203054	NM_174922.5	ENST00000308860.11	ADCK5	NM_174922.5	True
203062	NM_145003.5	ENST00000524325.6	TSNARE1	NM_145003.5	True
203068	NM_178014.4	ENST00000327892.13	TUBB	NM_178014.4	True
203069	NM_001136108.3	ENST00000265806.12	R3HCC1	NM_001136108.3	True
203074	NM_198464.4	ENST00000328655.8	PRSS55	NM_198464.4	True
203076	NM_001040032.2	ENST00000304519.10	C8orf74	NM_001040032.2	True
203100	NM_153692.4	ENST00000302495.5	HTRA4	NM_153692.4	True
203102	NM_145004.7	ENST00000379907.9	ADAM32	NM_145004.7	True
203111	NM_173549.3	ENST00000318528.8	ERICH5	NM_173549.3	True
203190	NM_139278.4	ENST00000306317.7	LGI3	NM_139278.4	True
203197	NM_153045.4	ENST00000288502.9	TMEM268	NM_153045.4	True
203228	NM_018325.5	ENST00000380003.8	C9orf72	NM_018325.5	True
203238	NM_173550.4	ENST00000380701.8	CCDC171	NM_173550.4	True
